Author;ID;PIDs;Keywords
Borokhovich, Michael;1259;1374999;programmable networks,network robustness,fast reroute,fast failover,shortest common supersequence
Kamisiński, Andrzej;1260;1374999;programmable networks,network robustness,fast reroute,fast failover,shortest common supersequence
Nikolaidis, Georgios;1261;1374999;programmable networks,network robustness,fast reroute,fast failover,shortest common supersequence
Schmid, Stefan;1262;1374999;programmable networks,network robustness,fast reroute,fast failover,shortest common supersequence
Sundbom, Oskar;eb722a00-059a-4421-8552-b8277b7353d2;824251;
Marin, Oana;d978d8a0-ed2c-46b7-9de4-f49b09151876;397518;
Guichard, Jonathan;a65c99d6-2313-415b-9752-331e92a25bfc;1199249;adversarial testing,conversational agents,chatbots,natural language understanding
Kaiser, Christoph;387cf7bc-2149-4fbd-9ffd-57644d5bc148;1151605;symbolic execution,bug finding,test case generation
Bergenhem, Carl;1263;1349608;vehicle platoon,learning-based testing,co-cps,safety boundaries,quantitative analysis,coordinated braking
Ström, Fabian;1264;1349608;vehicle platoon,learning-based testing,co-cps,safety boundaries,quantitative analysis,coordinated braking
Svensson, Ola;1266;586621;
Lagevik, Adam;1267;1700299;
Essinger, Edvin;1268;1700299;
Klåvus, Carl Henrik;fb94addd-b8cb-48eb-94d2-ebddb4168f40;1853302;random indexing,synonyms,vector space model,random indexing,synonymer,vektorrumsmodell
Bagger Toräng, Malcolm;71640133-dbf8-4caa-8a8b-cdd3904a018d;1617523;random projections,generative adversarial networks,privacy metrics,deep learning,obfuscation.,slumpmässiga projektioner,generativa kontroversiella nätverk,privatiserings-mått,djupinlärning,obfuskering.
Barrett, Silvia;d1989576-017c-4633-a21a-ac6b5bf02648;1784229;localization,narrowband,sub-ghz,radio frequency,rssi,time-of-flight,error mitigation,machine learning,linear regression,leastsquares support vector machine regression,gaussian process regression,loalisering,narrowband,sub-ghz,radiofrekvens,rssi,time-of-flight,felkorrigering,machine learning,linear regression,leastsquares support vector machine regression,gaussian process regression
Olsson, Daniel;f6bc1a87-f11b-4de8-a556-af165b705324;1270062;neural network,aesthetics,experiment
Gräsman, André;16878b07-e887-4a0c-8a9d-c4efe583fc8d;795189;
Jonasson, Lukas;a28533ba-59a1-4a5a-8cdf-544692318588;1795315;array antenna,dielectric dome,ray-tracing,grating lobe,particle swarm optimization,gruppantenn,dielektrisk kupol,strålspårning,gallerlob,particle swarm optimering
LILKAER, FREDRIK;1269;668297;
TELJSTEDT, CHRISTOPHER;1270;668297;
Geries, Simon;1271;1054687,956107;parallel,programming,reactive,asynchronous
Eichberg, Michael;1272;1054687;
Salvaneschi, Guido;1273;1054687;
Hagberg, Ludvig;1275;721646;
Ljungberg, Samuel;1277;1593563;natural language processing,unsupervised learning,sentiment analysis,word embeddings,readability,språkteknologi,oövervakad inlärning,sentimentanalys,ordinbäddningar,läsbarhet
Ivarsson, Osvald;c1a11916-3d6c-4bfb-8d73-afee6c52a7b2;850158;android,workflow,animation,configuration,development time,android,arbetsflöde,konfiguration,utvecklingstid
Lewenhaupt, Axel;1570;1279122,669108;computer graphics,transparency,realtime,3d,rendering,datorgrafik,transparens,realtid,3d
Löv, Johanna;1279;1594779;event based camera,image reconstruction,simulated data,real data,firenet,e2vid,event based camera,firenet,e2vid
Johansson, Dennis;740098b2-2e38-4df0-a339-70baa78a9608;945805;real-time,phonation,electroglottography,voice analysis,voice range profile,supercollider
Boman, John;db95eaaf-658d-4ba1-85db-80ea2142368a;974456;benchmarking,business intelligence system (bi),health ict,mfs
STOHNE, VILLE;c3d09c48-1146-4962-98d5-ffdb91e8c42e;763335;
Launila, Andreas;f2ceb2a5-4487-4911-806f-4945aa161f3b;300808;head pose estimation,football,real-time,coarse head pose estimation,machine learning,computer vision,svm,randomized ferns
DÜBBEL, ANDRÉ;176468a6-169c-4988-b07c-dfabd9d981a3;702207;
Murray, Samuel;42bcf7f6-9aa4-4944-acb5-ed95cbc6ad5e;1146388;multiple object tracking,tracking-by-detection
Rzezniczak, Konrad;82228ed3-1c2c-4b60-9fd7-42a41d9b75aa;699992;
Jonsson, Emil;1404;1634260,1214484;machine learning,probabilistic models,normalising flow,environment interaction,animation synthesis,maskinginlärning,probabilistiska metoder,normaliserande flöden,interaktion med omgivning,animations-syntes
Burenius, Magnus;68fea865-4f53-4238-94ac-cd39c6dc968d;482587;
Tivelius, Malcolm;b0ab8733-223f-49e2-8d59-8f57b15fff76;1587035;
Båvenstrand, Erik;1a578456-05d3-4ab4-a90e-a71cb40837c4;1601859;super-resolution,real-time,deep learning,upsampling,computer vision,machine learning,motion compensation,temporal coherence,superupplösning,realtid,djupinlärning,uppsampling,datorseende,maskininlärning,rörelsekompensation,temporalt sammanhängande
Ballot, Gabriel;795702d2-ad39-476f-972f-62ebd90d8b61;1691368;timed model checking,cyber security,threat modeling,moving target defense,tidsinställd modellkontroll,cybersäkerhet,hotmodellering,moving target defense
Janshagen, Anton;f6175a60-c238-416a-ad32-c4f6092d5f36;1897029;large language models,tree-of-thought,symbolic solvers,constraint satisfaction problems,stora språkmodeller,avsiktsträd,symboliska lösare,villkorsatisfieringsproblem
Lundqvist, Malvin;6ad3f9b2-b38d-4748-acb8-f51f6808e892;1751202;recommendation systems,collaborative filtering,matrix factorization,multi-layer perceptron,neural network-based collaborative filtering,implicit feedback,deep learning,term frequency-inverse document frequency,rekommendationssystem,kollaborativ filtrering,matrisfaktorisering,flerlagersperceptron,neurala nätverksbaserad kollaborativ filtrering,implicit data,djupinlärning,termfrekvens med omvänd dokumentfrekvens
Berglind, Jonathan;1280;1106314;twitter,hashtag,recommendation systems,geographic data
Forsmark, Mikael;1281;1106314;twitter,hashtag,recommendation systems,geographic data
Sohlberg, Henrik;9405933f-3e28-4bbc-99c6-73a8d7995fd1;839780;recommendation system,association rule mining,collaborative filtering,cold start
Villanueva Aylagas, Mónica;ec2a94c6-49d8-4ce1-8f33-6ca46471220b;1229126;deep learning,gans,3d
Karlsson, Olof;06bb0e22-ee28-4d5d-8cfe-91697108dead;1123270;records,types,scala,programming languages
Olsson, Oscar;1282;1803514;
Rundström, Tim;1283;1803514;
Svahn, Axel;0b1fbad5-6962-4d3b-9d8e-be941e31eae8;1892786;information and communication technology,human resources,e-recruitment,user experience design,usability,information architecture,feedback,artificial intelligence,informations- och kommunikationsteknik,mänskliga resurser,e-rektrytering,användarupplevelsedesign,användbarhet,informationsarkitektur,feedback,artificiell intelligens
Alam, Samiul;3d5195cd-df07-47d1-b0b3-5c5df53e1720;1238889;recurrent neural networks electricity load forecasting lstm renewable energy
Manfredi, Giovanni;7a79a4e6-d5fa-4d8b-9f72-fe26107b71c3;1931137;machine learning,feature store,spark,delta lake,delta-rs library,read/write latency,maskininlärning,feature store,spark-specifik begränsning,delta lake,delta-rs-bibliotek,läs- och skrivlatens
Dong, Ning;1284;1606994,1821827;formal verification,refinement,serial interface,device driver,interactive theorem prover,information flow,formal verification,information flow,refinement,interactive theorem prover,hol4,serial interface,pipelined processor,microarchitecture,out-of-order execution,formell verifiering,informationsflöde,förfining,interaktiva bevisprogrammet,hol4,seriellt gränssnitt,pipelined processor,mikroarkitektur,omordnad exekvering
Lillrank, Dan;324dd8a7-1839-4ff5-9712-1dd0bb244580;1244852;icp
Persson Lejon, Ludvig;1285;753639;
Suresh, Lalith;1286;1085916;key-value,distributed,storage,multiget,scheduling
Braithwaite, Sean;1287;1085916;key-value,distributed,storage,multiget,scheduling
Blixt, Rikard;1288;668701;
Ye, Anders;1289;668701;
Lord, William;1290;814832;
Graham, Paul;1291;814832;
Anggraini, Dita;11735c9e-09cb-47f3-b15a-357da78bf887;1783642;battery energy storage system,cost-benefit analysis,prediction methods,reliability analysis,batterienergilagringssystem,förutsägelsemetoder,kostnads-nyttoanalys,tillförlitlighetsanalys
Shangguan, Shengyao;8cb01c99-182c-4d3a-971c-b2042c1138cd;1749935;water detection,faster region-based convolutional neural networks,multiple images,convolutional neural networks,random forest,vattendetektering,snabbare regionbaserade konvolutionella neurala nätverk,flera bilder,konvolutionella neurala nätverk,random forest
Helmisaari, My;9b0f005a-6cf1-4eef-8286-aa619e3e087b;1589480;user testing,speech recognition,dictation,human-computer interaction.,användartestning,taligenkänning,diktering,människa-dator interaktion.
Hildebrand, Conrad;1292;1464673;
Mathsson, Michael;1293;1464673;
Thorsen, Sofie;181;827372;cassandra,replica selection,distributed database,tail latency
Banaei Mobarak Abadi, Ali;26afc2c2-867d-4b5e-b87c-264391be059e;1894752;contrastive learning,deep learning,single-cell transcriptomics,natural language,kontrastiv inlärning,djupinlärning,enkelcells-transkriptomik,naturligt språk
Greenberg, Lev;1294;808912;
Lee, Edward A.;1295;808912;
Masin, Michael;1296;808912;
Tripakis, Stavros;1297;808912;
Wetter, Michael;1298;808912;
Viðar Kristjánsson, Bjarki;4f1eb238-4e62-4ddc-995e-10fe1e8d3034;1697653;natural language processing,information retrieval,bert,kb-bert,search evaluation,naturlig språkbehandling,informationssökning,bert,kb-bert,sökutvärdering
Hellman, Erik;1299;1678546;voice anonymization,voice deanonymization,data privacy,machine learning,neural networks,whistleblowing,röstanonymisering,röstdeanonymisering,datasäkerhet,maskininlärning,neurala nätverk,visselblåsning
Nordstrand, Mattias;1300;1678546;voice anonymization,voice deanonymization,data privacy,machine learning,neural networks,whistleblowing,röstanonymisering,röstdeanonymisering,datasäkerhet,maskininlärning,neurala nätverk,visselblåsning
Jin, Hongyu;1301;909470,1210501;location-based service,pseudonymous authentication,security and privacy,authentication,data privacy,encoding (symbols),error analysis,knowledge based systems,location,mobile devices,telecommunication services,basic protocols,decentralized system,location privacy protection,privacy leakages,security enhancements,security threats,sensitive informations,location based services,vehicular communications,security,privacy,identity and credential management,vehicular pki
Zhao, Peiyue;a311a50e-54d7-485a-81f3-29bb95894b2c;1538664;
Thiessen, Christian;dbd9bf13-49bb-4d5d-b500-d4627b19e2d5;761882;
Bodemyr, Oskar;ee4cab4c-e872-493c-a484-9ad8fd17ee6f;1047564;
Gureya, David Daharewa;52c7e065-b8c2-4f1a-ae62-efc2560861d6;1605838;cloud computing,qos-aware resource allocation,elasticity controller,multi-socket systems,non-uniform memory access,page placement,memory-intensive applications
Hassel, Martin;7593d030-5c2e-4781-8874-20d9bfddf586;12198;holsum,language independent,holistic,summarization,lexical semantics,co-occurrence statistics,word space model,bag-of-words,bag-of-concepts,random indexing,swesum,news corpus,extract corpus
Wideberg, Robert;1401;849934,676014;rest restful services hateoas swagger raml api blueprint wadl
Huotari, Toni;8f78cfd4-d358-4fc1-acb8-6e6bf26b8153;701997;
de Roos, Victoria;5e712b47-42f2-449a-a6de-bbe521b02c4c;861527;real-time embedded systems,behavioural regulation,computational reflection,inbyggda realtidssystem,beteendereglering
Godard, Pierre;946a98b4-b8b3-4d3b-8aa5-7741353a2703;1151407;rnn recommender system
NYCANDER, PETER;1303;676665;
ANDERSSON, TOBIAS;1304;676665;
LUNDQVIST, MARCUS;1305;675616;
HOLLSTEN, DANIEL;1306;675616;
Langesten, Daniel;1307;676675;
Gorgis, Paul;a7599914-d3f0-4998-b0f0-553f2d077abc;1622356;eye gaze,gaze behaviour,human-like,model,human-robot interaction (hri),social robots,confrontational scenarios,blick,blickbeteende,människolik,modell,människa-robot interaktion (mri),sociala robotar,konfrontationsscenario
Snorrason, Einar;627c6429-99ca-4fef-9223-c62fdb707568;882796;localization,mapping
Haustein, Joshua Alexander;2d0963cd-039c-49dc-89f6-1782c21964a8;1387713;robot manipulation planning,sampling-based planning,fingertip grasp planning,placement planning,rearrangement planning
Ekvall, Staffan;04d65503-e857-48ae-bbb3-7e0eb49c95cf;11592;robotics,machine learning,artificial intelligence,computer vision,programming by demonstration,grasp mappping,grasp recognition,robot grasping,planning,autonomous robots
Konuk, Emir;b693ef0c-9ff0-403a-ab77-8423d7d54718;1905784;medical imaging,generalization,robustness,uncertainty,medicinsk avbildning,generalisering,robusthet,osäkerhet
Sillén, Erik;afcbc328-d4b5-4fa8-b631-adccf24c30f8;955678;slam,keyframes,robust
Cardenas Meza, Andres Felipe;e30edca1-e789-4d7b-81fc-f9d13f94e809;1870945;gas turbines,machine learning,deep learning,predictive maintenance,software sensor,data quality,cross industry standard process fordata mining (crisp dm),reliability,ensemble methods,gasturbiner,maskininlärning,djupinlärning,prediktivt underhåll,mjukvarusensor,datakvalitet,cross industry standard process for datamining (crisp dm),pålitlighet,ensemble metoder,turbinas de gas,aprendizaje automático,aprendizaje profundo,mantenimiento predictivo,sensor basado en software,calidad de datos,crisp dm,fiabilidad,métodos de conjunto
Mataruga, Dani;3361397a-31e1-46aa-804e-b93e9a431246;927500;
Fredrik, Björkman;fea55af7-2201-4514-b75e-306c1a8fec1d;1737848;rocksdb,data streams,micro-batching,data stream processing,read operation benchmark,data stream workload simulation,rocksdb,dataströmmar,mikro-batching,dataströmsprocessering,läsoperationsmätresultat,dataströmsarbetsbelastningssimulation
Gauffin, Christopher;10e96ec3-44a2-4fb2-83c6-3f5bc9c06466;1805112;induction motors,supervised machine learning,power converters,parameter estimation,embedded systems,induktionsmotorer,övervakad maskininlärning,strömkonverterare,parameterestimering,inbyggda system
Jonsson, Fredrik;1309;1112039;internet of things,rsa,authentication
Tornkvist, Martin;1310;1112039;internet of things,rsa,authentication
Andersson, Emil;1311;753662;
Yamagata, Yoriyuki;1312;1062024;csp,parametric monitoring,process algebra,runtime monitoring
Hagiya, Masami;1313;1062024;csp,parametric monitoring,process algebra,runtime monitoring
Inoue, Jun;1314;1062024;csp,parametric monitoring,process algebra,runtime monitoring
Ma, Lei;1315;1062024;csp,parametric monitoring,process algebra,runtime monitoring
Tanabe, Yoshinori;1316;1062024;csp,parametric monitoring,process algebra,runtime monitoring
Yamamoto, Mitsuharu;1317;1062024;csp,parametric monitoring,process algebra,runtime monitoring
Gao, Yulong;e57c6cc4-375a-443d-9f41-2916b6e538c7;1499869;safe autonomy,shared autonomy,probabilistic controlled invariant set,invariant cover,linear temporal logic,temporal logic tree,safe teleoperation,automated car overtaking
Lundberg, Johannes;cdbbecb7-146d-4699-9503-ba65edc4b676;1238890;rust,kernel,safe,programming
Tajvar, Pouria;1318;1578330;
Barbosa, Fernando S.;1319;1578330,1578019,1627303;
Vordemann, Lukas;149b05f7-252a-400e-9a12-7552580814ae;1713407;human-robot collaboration,safe reinforcement learning,shielding,risk management,autonomous warehouse,människa-robot samarbete,säker förstärkningsinlärning,avskärmning,riskhantering,autonomt lager
Persson, Ludvig;1320;1214412;
YAMAZAKI, HIROYUKI  VINCENT;1321;771121;
Rönnholm, Henrik;1324;811002;
Ahmed, Laeeq;fdcacde7-8ff9-4628-ab18-b7b84cd33cd7;1359662;big data,apache spark,virtual screening,eeg,cloud computing,life sciences,machine learning
